Centro Poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
GUAIMARO,BERASTEGUI,22.9057276273288,True,BERASTEGUI,22.9057276273288,LAS BRUJAS,58.9883513671386,LOS GARZONES,38.0232671374787,RAFAEL NUÑEZ,178.368496406839,Nacional
GUAIMIA,BUENAVENTURA-GERARDO TOBAR LOPEZ,10.6546991765259,True,EDGAR CALDAS POTES-CA,57.086690116463,FARFAN HERIBERTO GIL MAR,91.2729737053824,BUENAVENTURA-GERARDO TOBAR LOPEZ,10.6546991765259,ALFONSO BONILLA ARAGON,67.4354739928705,Nacional
PANDI,VILLA GEORGINA,26.4946974211243,True,VILLA GEORGINA,26.4946974211243,SANTIAGO VILA,35.5914510763268,PERALES,76.2069436801612,EL DORADO,68.198399250151,Regional
GUANABANAL,ALFONSO BONILLA ARAGON,8.11351695283827,True,LAS AGUILAS -CA,8.25480800133129,FARFAN HERIBERTO GIL MAR,71.4351824822579,BUENAVENTURA-GERARDO TOBAR LOPEZ,72.9695809077526,ALFONSO BONILLA ARAGON,8.11351695283827,Internacional
PASCA,VILLA GEORGINA,6.11490336196297,True,VILLA GEORGINA,6.11490336196297,SANTIAGO VILA,54.5391567312146,VANGUARDIA,78.1970908230063,EL DORADO,46.9828441814409,Aeródromo
GUCHIPAS,VILLA GEORGINA,4.2065503972006,True,VILLA GEORGINA,4.2065503972006,SANTIAGO VILA,53.3479357728957,VANGUARDIA,79.8570751566511,EL DORADO,45.9742158220057,Aeródromo
PULÍ,GUACHARACAS (COLOMBAIMA),11.4944935444285,True,GUACHARACAS (COLOMBAIMA),11.4944935444285,SANTIAGO VILA,46.095882060244,PERALES,54.7235157209714,EL DORADO,62.9391136031236,Aeródromo
QUETAME,VANGUARDIA,32.8785305642681,True,PAOLA - CA,42.5156490507345,SAN MARTIN,72.4277429773338,VANGUARDIA,32.8785305642681,EL DORADO,51.9561925095604,Nacional
PUENTE QUETAME,VANGUARDIA,33.9588713105074,True,PAOLA - CA,43.6179304860201,SAN MARTIN,73.0864193329889,VANGUARDIA,33.9588713105074,EL DORADO,51.0229686284505,Nacional
GUACAPATE,VANGUARDIA,32.1304867032434,True,PAOLA - CA,42.0207254901229,SAN MARTIN,70.6481804737124,VANGUARDIA,32.1304867032434,EL DORADO,53.3303578780666,Nacional
GUANABANO,INGENIO RISARALDA,16.1911691642156,True,INGENIO RISARALDA,16.1911691642156,FARFAN HERIBERTO GIL MAR,79.6368225443553,LA NUBIA,62.9298478130491,MATECAÑA,25.9245678407214,Internacional
LA BOTICA,GUACHARACAS (COLOMBAIMA),25.5432678768816,True,GUACHARACAS (COLOMBAIMA),25.5432678768816,SANTIAGO VILA,54.4154556898227,PERALES,69.9768665459495,EL DORADO,47.2396166029786,Aeródromo
GUANE,GUILLERMO GOMEZ ORTIZ,11.0565010277282,True,GUILLERMO GOMEZ ORTIZ,11.0565010277282,ALBERTO LLERAS CAMARGO,115.338586015933,YARIGUIES,73.4578557374854,PALONEGRO,50.3102615952435,Aeródromo
GUARIPA,GERMAN OLANO,24.7031588429491,True,"CENTRO ADMINISTRATIVO ""MARANDUA""",81.5949325161047,GERMAN OLANO,24.7031588429491,SANTIAGO PEREZ QUIROZ,379.830852068527,CAMILO DAZA,596.353834853486,Regional
PORTONES,VILLA GEORGINA,21.2329112552997,True,VILLA GEORGINA,21.2329112552997,SANTIAGO VILA,39.8197916481399,PERALES,80.0487416551193,EL DORADO,63.3115129542097,Regional
GUASCA,FLAMINIO S. CAMACHO,21.6804240313288,True,FLAMINIO S. CAMACHO,21.6804240313288,JOSE CELESTINO,117.938354358308,VANGUARDIA,82.920258854932,EL DORADO,35.0737923957668,Internacional
HATOGRANDE,FLAMINIO S. CAMACHO,14.6008889237167,True,FLAMINIO S. CAMACHO,14.6008889237167,JOSE CELESTINO,103.373596222861,VANGUARDIA,94.1179566460947,EL DORADO,29.8692530248509,Internacional
HATOVIEJO,CAMILO DAZA,26.1785799452506,True,CINERA,50.1791561729692,AGUAS CLARAS,94.8864717170492,YARIGUIES,148.527611171848,CAMILO DAZA,26.1785799452506,Internacional
ISABEL LÓPEZ,EL CAIRANO,28.9727011270993,True,EL CAIRANO,28.9727011270993,TOLU,144.539178578299,ALFONSO LOPEZ PUMAREJO,193.482371663232,ERNESTO CORTISSOZ,33.9399165257831,Internacional
SUPATÁ,FLAMINIO S. CAMACHO,33.5154133682585,True,FLAMINIO S. CAMACHO,33.5154133682585,JOSE CELESTINO,73.7344128725296,VANGUARDIA,120.819889965026,EL DORADO,41.2049022783349,Aeródromo
JUAICA,FLAMINIO S. CAMACHO,10.8247744753701,True,FLAMINIO S. CAMACHO,10.8247744753701,JOSE CELESTINO,92.1863513263769,VANGUARDIA,98.0981468423422,EL DORADO,21.9780663058631,Internacional
LAS PEÑAS,LAS BRUJAS,11.8135127901819,True,BARACOA,47.2676416559448,LAS BRUJAS,11.8135127901819,LOS GARZONES,75.4685433597279,RAFAEL NUÑEZ,137.625665203413,Regional
JUAN DE ACOSTA,URACA - CA.,23.455986636483,True,URACA - CA.,23.455986636483,TOLU,158.508710773353,ALFONSO LOPEZ PUMAREJO,200.642189948508,ERNESTO CORTISSOZ,29.1407620395547,Internacional
JUAN FRÍO,CAMILO DAZA,16.2826184081584,True,CINERA,42.8132276918129,AGUAS CLARAS,113.793462227626,YARIGUIES,169.600237138889,CAMILO DAZA,16.2826184081584,Internacional
JUAN TAMA,CONTADOR,43.6151682460369,False,SANTA BARBARA,52.8921058674946,CONTADOR,43.6151682460369,GUILLERMO LEON VALENCIA,54.7494812108382,BENITO SALAS,124.813741393228,Sin cobertura
JUANCHACO,BUENAVENTURA-GERARDO TOBAR LOPEZ,42.4367709377107,False,EDGAR CALDAS POTES-CA,97.0434800131656,FARFAN HERIBERTO GIL MAR,126.891058250601,BUENAVENTURA-GERARDO TOBAR LOPEZ,42.4367709377107,ALFONSO BONILLA ARAGON,116.3622202518,Sin cobertura
JUARUCO,URACA - CA.,10.9186681960958,True,URACA - CA.,10.9186681960958,TOLU,171.037827735511,ALFONSO LOPEZ PUMAREJO,197.403721565356,ERNESTO CORTISSOZ,22.6747923145788,Internacional
KATANGA,BUENAVENTURA-GERARDO TOBAR LOPEZ,21.5028237773305,True,EDGAR CALDAS POTES-CA,35.9328854842922,FARFAN HERIBERTO GIL MAR,69.218398493401,BUENAVENTURA-GERARDO TOBAR LOPEZ,21.5028237773305,ALFONSO BONILLA ARAGON,57.71142430864,Nacional
KILÓMETRO 15,LOS REMANSOS,52.7827545099662,False,LOS REMANSOS,52.7827545099662,MORELA,64.5822559237519,YARIGUIES,85.5706958873494,PALONEGRO,122.509415791294,Sin cobertura
KILÓMETRO 26,LAS AGUILAS -CA,14.1320129651939,True,LAS AGUILAS -CA,14.1320129651939,FARFAN HERIBERTO GIL MAR,73.1672055328924,BUENAVENTURA-GERARDO TOBAR LOPEZ,50.9042504418706,ALFONSO BONILLA ARAGON,25.5191090839014,Internacional
TIBACUY,VILLA GEORGINA,14.6036413207533,True,VILLA GEORGINA,14.6036413207533,SANTIAGO VILA,38.9708748532577,PERALES,75.9700296214041,EL DORADO,51.8692978076559,Regional
BATEAS,VILLA GEORGINA,22.0699355866644,True,VILLA GEORGINA,22.0699355866644,SANTIAGO VILA,31.4879619980098,PERALES,69.5127409699743,EL DORADO,59.075720155811,Regional
CUMACA,VILLA GEORGINA,16.661105239235,True,VILLA GEORGINA,16.661105239235,SANTIAGO VILA,36.8598899463364,PERALES,74.2403795865632,EL DORADO,54.0850991238486,Regional
LA ACEQUIA,EL CONCHAL - CA,10.0897785124503,True,EL CONCHAL - CA,10.0897785124503,FARFAN HERIBERTO GIL MAR,54.3898829620159,BUENAVENTURA-GERARDO TOBAR LOPEZ,68.8737617540785,ALFONSO BONILLA ARAGON,10.5537709874261,Internacional
LA FUENTE,GUILLERMO GOMEZ ORTIZ,6.73758827636575,True,GUILLERMO GOMEZ ORTIZ,6.73758827636575,ALBERTO LLERAS CAMARGO,119.629468594715,YARIGUIES,67.9403966155081,PALONEGRO,47.9779407183311,Aeródromo
CHICALÁ,EL LAGO - CA,4.91098262985324,True,EL LAGO - CA,4.91098262985324,SANTIAGO VILA,32.4916068332973,PERALES,34.4507738038721,EL DORADO,80.1436411169149,Nacional
LA AURORA ALTA,FLAMINIO S. CAMACHO,8.25268071564655,True,FLAMINIO S. CAMACHO,8.25268071564655,SANTIAGO VILA,102.653903798902,VANGUARDIA,79.2915953973085,EL DORADO,16.6541201291378,Internacional
LA BALASTRERA,BUENAVENTURA-GERARDO TOBAR LOPEZ,0.665919236170703,True,EDGAR CALDAS POTES-CA,58.0660281430159,FARFAN HERIBERTO GIL MAR,90.9610913638405,BUENAVENTURA-GERARDO TOBAR LOPEZ,0.665919236170703,ALFONSO BONILLA ARAGON,74.563766603395,Nacional
MÁMBITA,AGUACLARA,29.6802122713006,True,AGUACLARA,29.6802122713006,ALBERTO LLERAS CAMARGO,108.662976593059,VANGUARDIA,73.7647760847765,EL DORADO,91.4395047748029,Aeródromo
LA BARRA,BUENAVENTURA-GERARDO TOBAR LOPEZ,45.9699050666516,False,EDGAR CALDAS POTES-CA,99.6609265847845,FARFAN HERIBERTO GIL MAR,128.889928760514,BUENAVENTURA-GERARDO TOBAR LOPEZ,45.9699050666516,ALFONSO BONILLA ARAGON,120.058935052082,Sin cobertura
VERGARA,FLAMINIO S. CAMACHO,46.0379949886574,False,FLAMINIO S. CAMACHO,46.0379949886574,JOSE CELESTINO,60.4429058343839,PERALES,116.586141912739,EL DORADO,51.2245530933454,Sin cobertura
VIOTÁ,VILLA GEORGINA,23.945496501863,True,VILLA GEORGINA,23.945496501863,SANTIAGO VILA,35.3348547256692,PERALES,67.703426903834,EL DORADO,50.8948643444732,Regional
SAN GABRIEL,ANTONIO NARIÑO,22.0068665190573,True,ORITO,94.5207207582264,CANANGUCHAL,100.604199261063,ANTONIO NARIÑO,22.0068665190573,ALFONSO BONILLA ARAGON,277.7297679582,Nacional
LA BETULIA,ANTONIO NARIÑO,29.6809325841122,True,EL GUAYABAL,54.6197902929898,CANANGUCHAL,91.8013895730851,ANTONIO NARIÑO,29.6809325841122,ALFONSO BONILLA ARAGON,230.353617407398,Nacional
LA BOCANA (VISTA HERMOSA),BUENAVENTURA-GERARDO TOBAR LOPEZ,22.478012571187,True,EDGAR CALDAS POTES-CA,79.2910556971399,FARFAN HERIBERTO GIL MAR,111.091489927517,BUENAVENTURA-GERARDO TOBAR LOPEZ,22.478012571187,ALFONSO BONILLA ARAGON,95.6605776603982,Nacional
LA BOLSA,INGENIO PICHICHI,8.09090531140997,True,INGENIO PICHICHI,8.09090531140997,FARFAN HERIBERTO GIL MAR,59.7785414091914,BUENAVENTURA-GERARDO TOBAR LOPEZ,88.7424958212551,ALFONSO BONILLA ARAGON,16.3882281513837,Internacional
LA BOQUILLA,RAFAEL NUÑEZ,4.82620548631854,True,EL TAMBO,8.63460309892006,TOLU,108.488695367812,LOS GARZONES,187.833975780512,RAFAEL NUÑEZ,4.82620548631854,Internacional
LA BREA,BUENAVENTURA-GERARDO TOBAR LOPEZ,12.1597241639483,True,EDGAR CALDAS POTES-CA,53.6473986625007,FARFAN HERIBERTO GIL MAR,84.2888408999446,BUENAVENTURA-GERARDO TOBAR LOPEZ,12.1597241639483,ALFONSO BONILLA ARAGON,77.4538883620527,Nacional
LA BUITRERA,INGENIO PICHICHI,7.37370624418168,True,INGENIO PICHICHI,7.37370624418168,FARFAN HERIBERTO GIL MAR,67.8401221676638,BUENAVENTURA-GERARDO TOBAR LOPEZ,94.3429107320952,ALFONSO BONILLA ARAGON,20.2615968400635,Internacional
LA BUITRERA 1,INGENIO PICHICHI,7.91251774427428,True,INGENIO PICHICHI,7.91251774427428,FARFAN HERIBERTO GIL MAR,68.5889578504409,BUENAVENTURA-GERARDO TOBAR LOPEZ,94.7030409799919,ALFONSO BONILLA ARAGON,20.5774671571866,Internacional
LA CABRERITA,FLAMINIO S. CAMACHO,14.4433755591149,True,FLAMINIO S. CAMACHO,14.4433755591149,SANTIAGO VILA,113.013724303938,VANGUARDIA,80.6227171235399,EL DORADO,26.888227308954,Internacional
SAN FRANCISCO DE QUIBDO,EL CARAÑO,1.69234685360565,True,VIGIA DEL FUERTE,101.603790242989,CONDOTO MANDINGA,69.1899611303072,EL CARAÑO,1.69234685360565,MATECAÑA,138.566637842312,Nacional
BOCA DE TANANDÓ,EL CARAÑO,7.13252061468163,True,VIGIA DEL FUERTE,94.2216425514672,REYES MURILLO,67.934781055575,EL CARAÑO,7.13252061468163,JOSE M. CORDOVA,143.174256136262,Nacional
CAMPOBONITO,EL CARAÑO,24.1553028138244,True,VIGIA DEL FUERTE,95.363640979649,REYES MURILLO,44.7141386661339,EL CARAÑO,24.1553028138244,MATECAÑA,159.164289292017,Nacional
GUARANDÓ,EL CARAÑO,31.7670503034577,True,VIGIA DEL FUERTE,83.8336098549109,REYES MURILLO,41.692463718378,EL CARAÑO,31.7670503034577,JOSE M. CORDOVA,167.930996965005,Nacional
LA TROJE,EL CARAÑO,5.21052310517353,True,VIGIA DEL FUERTE,98.6823880574378,REYES MURILLO,72.3406488471196,EL CARAÑO,5.21052310517353,MATECAÑA,139.862095186819,Nacional
SAN RAFAEL DE NEGUA,EL CARAÑO,15.6483857667696,True,VIGIA DEL FUERTE,87.317069287095,REYES MURILLO,72.4311374384769,EL CARAÑO,15.6483857667696,JOSE M. CORDOVA,137.375520229933,Nacional
SAN FRANCISCO DE ICHO,EL CARAÑO,16.5840864309752,True,VIGIA DEL FUERTE,93.605087015519,ALI PIEDRAHITA,73.3141278220901,EL CARAÑO,16.5840864309752,JOSE M. CORDOVA,129.963215128702,Nacional
TUTUNENDÓ,EL CARAÑO,12.679797775066,True,VIGIA DEL FUERTE,99.3452088169326,CONDOTO MANDINGA,76.2672134373762,EL CARAÑO,12.679797775066,JOSE M. CORDOVA,132.07403544084,Nacional
GITRADO,EL CARAÑO,7.13252061468163,True,VIGIA DEL FUERTE,94.2216425514672,REYES MURILLO,67.934781055575,EL CARAÑO,7.13252061468163,JOSE M. CORDOVA,143.174256136262,Nacional
MOJAUDO,EL CARAÑO,7.13252061468163,True,VIGIA DEL FUERTE,94.2216425514672,REYES MURILLO,67.934781055575,EL CARAÑO,7.13252061468163,JOSE M. CORDOVA,143.174256136262,Nacional
SANCENO,EL CARAÑO,7.0774470345591,True,VIGIA DEL FUERTE,95.5254678136072,REYES MURILLO,63.3855222900856,EL CARAÑO,7.0774470345591,MATECAÑA,146.717224269959,Nacional
BOCA DE NAURITA,EL CARAÑO,21.4777067515892,True,VIGIA DEL FUERTE,84.0542254724331,ALI PIEDRAHITA,70.1601227436765,EL CARAÑO,21.4777067515892,JOSE M. CORDOVA,132.31054450982,Nacional
EL FUERTE,EL CARAÑO,26.5461851304333,True,VIGIA DEL FUERTE,83.3026118205054,ALI PIEDRAHITA,64.1096411841363,EL CARAÑO,26.5461851304333,JOSE M. CORDOVA,126.416374246878,Nacional
SAN ANTONIO DE ICHO,EL CARAÑO,11.8763679297495,True,VIGIA DEL FUERTE,90.0496692091448,REYES MURILLO,69.8600741395066,EL CARAÑO,11.8763679297495,JOSE M. CORDOVA,140.333403182271,Nacional
BOCA DE NEMOTÁ (NEMOTÁ),EL CARAÑO,19.6155447933246,True,VIGIA DEL FUERTE,84.3317655396872,ALI PIEDRAHITA,72.7713796718631,EL CARAÑO,19.6155447933246,JOSE M. CORDOVA,134.957711454152,Nacional
PACURITA (CABÍ),EL CARAÑO,4.93612734649581,True,VIGIA DEL FUERTE,103.578255929258,CONDOTO MANDINGA,68.4432171378208,EL CARAÑO,4.93612734649581,MATECAÑA,135.567967406505,Nacional
LA CALERA,FLAMINIO S. CAMACHO,14.7191313898991,True,FLAMINIO S. CAMACHO,14.7191313898991,SANTIAGO VILA,104.115759278539,VANGUARDIA,72.9104491425126,EL DORADO,19.7413525144167,Internacional
WINANDO,EL CARAÑO,27.5952275174023,True,VIGIA DEL FUERTE,86.2906950618308,REYES MURILLO,44.4835545949064,EL CARAÑO,27.5952275174023,JOSE M. CORDOVA,165.161352911268,Nacional
BARRANCO,EL CARAÑO,6.26590663519659,True,VIGIA DEL FUERTE,95.4679876569623,REYES MURILLO,65.0720467767113,EL CARAÑO,6.26590663519659,MATECAÑA,145.85055320135,Nacional
SAN JOAQUIN,EL CARAÑO,17.0830689739273,True,VIGIA DEL FUERTE,85.6978610153085,REYES MURILLO,72.1826628378409,EL CARAÑO,17.0830689739273,JOSE M. CORDOVA,137.49963483273,Nacional
EL 21,EL CARAÑO,51.4727644068057,False,VOLAR COLOMBIA,65.2806154095448,ALI PIEDRAHITA,57.6929905678131,EL CARAÑO,51.4727644068057,JOSE M. CORDOVA,93.6792815246627,Sin cobertura
ACANDÍ,ALCIDES FERNANDEZ,1.7510863829413,True,NECOCLI,55.0623615812099,ALCIDES FERNANDEZ,1.7510863829413,ANTONIO ROLDAN BETANCOURT,99.5052027923251,RAFAEL NUÑEZ,289.262172427302,Regional
LA CALETA,PALMAS DE TUMACO  -CA,18.7823436517572,True,PALMAS DE TUMACO  -CA,18.7823436517572,JUAN CASIANO,136.408939530797,LA FLORIDA,30.5267679992223,ALFONSO BONILLA ARAGON,330.872193926256,Nacional
CHIGANDI,ALCIDES FERNANDEZ,13.7145805631972,True,NECOCLI,45.1440112170201,ALCIDES FERNANDEZ,13.7145805631972,ANTONIO ROLDAN BETANCOURT,84.1236644618505,RAFAEL NUÑEZ,291.948058631272,Regional
PEÑALOSA,ALCIDES FERNANDEZ,10.4150372716726,True,NECOCLI,52.6390926766145,ALCIDES FERNANDEZ,10.4150372716726,ANTONIO ROLDAN BETANCOURT,88.9757798057104,RAFAEL NUÑEZ,296.770994225024,Regional
PIE DE PATO,REYES MURILLO,38.6178600972145,True,PIZARRO,75.2990047677619,REYES MURILLO,38.6178600972145,EL CARAÑO,41.6661918730524,MATECAÑA,157.568168938113,Regional
CHACHAJÓ,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
NAUCAS,REYES MURILLO,29.6567440530906,True,PIZARRO,81.2688114099255,REYES MURILLO,29.6567440530906,EL CARAÑO,42.6675990482277,MATECAÑA,166.689981410643,Regional
SAN FRANCISCO DE CUGUCHO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
SANTA CATALINA DE CATRU,REYES MURILLO,48.8776207584895,False,PIZARRO,55.4353061005011,REYES MURILLO,48.8776207584895,EL CARAÑO,58.6835616837723,MATECAÑA,154.733894631581,Sin cobertura
BATATAL,CONDOTO MANDINGA,42.0765439032041,False,PIZARRO,64.5658540756819,CONDOTO MANDINGA,42.0765439032041,EL CARAÑO,49.5850105526893,MATECAÑA,145.097984248622,Sin cobertura
EL SALTO (BELLA LUZ),REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
DOCACINA,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
DOMINICO,REYES MURILLO,35.6292938225279,True,PIZARRO,67.8097437258666,REYES MURILLO,35.6292938225279,EL CARAÑO,50.118512545932,MATECAÑA,162.120913295502,Regional
GEANDO,REYES MURILLO,43.5960859672681,False,PIZARRO,63.597151292049,REYES MURILLO,43.5960859672681,EL CARAÑO,51.2637751061576,MATECAÑA,155.653646882908,Sin cobertura
IRUTO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
LA DIVISA,REYES MURILLO,25.2784740295644,True,PIZARRO,78.4076790853282,REYES MURILLO,25.2784740295644,EL CARAÑO,47.8640515032676,MATECAÑA,170.812360839618,Regional
LA FELICIA,REYES MURILLO,26.0472522355666,True,VIGIA DEL FUERTE,83.0886596426687,REYES MURILLO,26.0472522355666,EL CARAÑO,50.0520435614678,JOSE M. CORDOVA,185.311689320345,Regional
PAVARANDÓ (PUREZA),REYES MURILLO,27.3266001582803,True,PIZARRO,87.751774066125,REYES MURILLO,27.3266001582803,EL CARAÑO,41.8659140598579,MATECAÑA,170.884850467974,Regional
MOJAUDÓ,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
NUNCIDÓ,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
PUESTO INDIO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
SANTA MARIA DE CONDOTO,REYES MURILLO,26.6976779204444,True,VIGIA DEL FUERTE,77.1324816701368,REYES MURILLO,26.6976779204444,EL CARAÑO,63.9768592105649,JOSE M. CORDOVA,194.482958886316,Regional
AMPARRAIDA (SANTA RITA),REYES MURILLO,31.155395336776,True,PIZARRO,87.3824508152731,REYES MURILLO,31.155395336776,EL CARAÑO,38.5803863047005,MATECAÑA,166.77769713167,Nacional
PUERTO MARTÍNEZ,REYES MURILLO,32.8143833257326,True,PIZARRO,80.627756065182,REYES MURILLO,32.8143833257326,EL CARAÑO,40.7959137284679,MATECAÑA,163.44219973297,Regional
GUINEO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
MIACORA,REYES MURILLO,25.2887479670546,True,VIGIA DEL FUERTE,81.2972712711818,REYES MURILLO,25.2887479670546,EL CARAÑO,53.8863612670212,JOSE M. CORDOVA,187.846483164212,Regional
PLAYITA,REYES MURILLO,49.4132701008446,False,PIZARRO,50.0708618074306,REYES MURILLO,49.4132701008446,EL CARAÑO,64.2093678619133,MATECAÑA,157.965380748521,Sin cobertura
PUERTO ALEGRE,REYES MURILLO,26.4363408877236,True,PIZARRO,78.9305126619961,REYES MURILLO,26.4363408877236,EL CARAÑO,46.6024808739132,MATECAÑA,169.675499123251,Regional
PUERTO CÓRDOBA URUDO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
PUERTO ECHEVERRY,CONDOTO MANDINGA,42.1823438636904,False,PIZARRO,59.8572000300742,CONDOTO MANDINGA,42.1823438636904,EL CARAÑO,54.2784598467819,MATECAÑA,146.884063588698,Sin cobertura
PUERTO LIBIA,CONDOTO MANDINGA,34.4328180978267,True,PIZARRO,58.6288008449323,CONDOTO MANDINGA,34.4328180978267,EL CARAÑO,57.5640983214244,MATECAÑA,140.397194231382,Regional
PUNTO CAIMINTO,REYES MURILLO,21.4491608153684,True,PIZARRO,81.2651029135398,REYES MURILLO,21.4491608153684,EL CARAÑO,49.3877538470983,MATECAÑA,174.850066714113,Regional
BOCA DE LEÓN,REYES MURILLO,46.1576324860545,False,PIZARRO,63.550854559337,REYES MURILLO,46.1576324860545,EL CARAÑO,50.765805315844,MATECAÑA,153.145371911684,Sin cobertura
NUEVO PLATANARES,CONDOTO MANDINGA,37.082645016985,True,PIZARRO,60.5954367973485,CONDOTO MANDINGA,37.082645016985,EL CARAÑO,54.6013780344805,MATECAÑA,142.080095676531,Regional
YUTO,EL CARAÑO,17.7405291219515,True,PIZARRO,102.605989968824,CONDOTO MANDINGA,51.2868695488736,EL CARAÑO,17.7405291219515,MATECAÑA,127.373405743098,Nacional
DOÑA JOSEFA,EL CARAÑO,15.5171127531751,True,PIZARRO,102.975336040631,CONDOTO MANDINGA,53.404359656021,EL CARAÑO,15.5171127531751,MATECAÑA,129.797021410875,Nacional
SAMURINDÓ,EL CARAÑO,11.5965216329326,True,PIZARRO,105.085821301403,CONDOTO MANDINGA,57.3411620540616,EL CARAÑO,11.5965216329326,MATECAÑA,132.820664279544,Nacional
REAL DE TANANDÓ,EL CARAÑO,9.85458193470904,True,INGENIO RISARALDA,110.881734103565,CONDOTO MANDINGA,60.6810778262552,EL CARAÑO,9.85458193470904,MATECAÑA,130.320735602228,Nacional
MOTOLDÓ,EL CARAÑO,13.3430210577983,True,INGENIO RISARALDA,107.377777845385,CONDOTO MANDINGA,58.2693261764708,EL CARAÑO,13.3430210577983,MATECAÑA,126.842990308741,Nacional
SAN JOSÉ DE PURRÉ,EL CARAÑO,11.2609971154836,True,VOLAR COLOMBIA,106.160161182907,CONDOTO MANDINGA,64.6388045551959,EL CARAÑO,11.2609971154836,MATECAÑA,128.77641771822,Nacional
SAN MARTÍN DE PURRÉ,EL CARAÑO,7.84632946796793,True,VIGIA DEL FUERTE,107.667477269252,CONDOTO MANDINGA,64.8240258248468,EL CARAÑO,7.84632946796793,MATECAÑA,131.869681079975,Nacional
LA MOLANA,EL CARAÑO,9.80503953775505,True,PIZARRO,105.000389430389,CONDOTO MANDINGA,59.6709070740013,EL CARAÑO,9.80503953775505,MATECAÑA,136.119249091661,Nacional
PUENTE DE TANANDÓ,EL CARAÑO,8.41870744591193,True,PIZARRO,107.99244466072,CONDOTO MANDINGA,60.5077819454457,EL CARAÑO,8.41870744591193,MATECAÑA,134.022070857815,Nacional
PUENTE DE PAIMADÓ,EL CARAÑO,27.5922189078634,True,PIZARRO,97.5274464303672,CONDOTO MANDINGA,41.6106288479489,EL CARAÑO,27.5922189078634,MATECAÑA,120.78984886105,Nacional
REAL DE TANANDÓ (2DO),EL CARAÑO,10.0291236730393,True,INGENIO RISARALDA,110.783359457638,CONDOTO MANDINGA,60.4041444441941,EL CARAÑO,10.0291236730393,MATECAÑA,130.236859336035,Nacional
VARIANTE DE MOTOLDÓ,EL CARAÑO,14.1769328561941,True,VOLAR COLOMBIA,105.333843766133,CONDOTO MANDINGA,61.8319094821428,EL CARAÑO,14.1769328561941,MATECAÑA,125.562123834337,Nacional
BAGADÓ,EL CARAÑO,39.951902990221,True,INGENIO RISARALDA,80.5612993883779,CONDOTO MANDINGA,47.4804700545107,EL CARAÑO,39.951902990221,MATECAÑA,100.115314861965,Nacional
DABAIBE,EL CARAÑO,53.3050254591741,False,VOLAR COLOMBIA,72.3772217969857,CONDOTO MANDINGA,71.4599543779583,EL CARAÑO,53.3050254591741,MATECAÑA,92.0446703289794,Sin cobertura
ENGRIVADÓ,EL CARAÑO,49.6858256668562,False,INGENIO RISARALDA,71.0177095540512,CONDOTO MANDINGA,53.9708543361869,EL CARAÑO,49.6858256668562,MATECAÑA,90.0238666397069,Sin cobertura
PIEDRA HONDA,EL CARAÑO,53.3050254591741,False,VOLAR COLOMBIA,72.3772217969857,CONDOTO MANDINGA,71.4599543779583,EL CARAÑO,53.3050254591741,MATECAÑA,92.0446703289794,Sin cobertura
PLAYA BONITA,EL CARAÑO,47.0625342088116,False,INGENIO RISARALDA,73.4261600787791,CONDOTO MANDINGA,52.1457062242393,EL CARAÑO,47.0625342088116,MATECAÑA,92.5959550152254,Sin cobertura
VIVÍCORA,EL CARAÑO,54.8005390463553,False,INGENIO RISARALDA,69.6956084624348,CONDOTO MANDINGA,65.4726448424824,EL CARAÑO,54.8005390463553,MATECAÑA,87.3977714217699,Sin cobertura
